Word 1	Word 2+	Def 1	Def 2	
flare	out	flare		
flare	up	flare		
flared	out	flared		
flared	up	flared		
flares	up	flares		
flaring	up	flaring		
flashed	out	flashed		
flatten	out	flatten		
flattened	out	flattened		
flattening	out	flattening		
flattens	out	flattens		
flesh	out	flesh		
fleshed	out	fleshed		
fleshes	out	fleshes		
fleshing	out	fleshing		
flew	off	flew		
flew	out	flew		
flick	off	flick		
flicked	off	flicked		
flicked	out	flicked		
flickered	out	flickered		
flied	out	flied		
flies	off	flies		
flies	out	flies		
flip	up	flip		
flipped	off	flipped		
flipped	out	flipped		
flipped	up	flipped		
flipping	out	flipping		
flips	off	flips		
flips	out	flips		
flips	up	flips		
float	away	drift		
float	off	drift		
float	up	float		
floated	away	drifted		
floated	off	drifted		
floated	up	floated		
floating	away	drifting		
floating	off	drifting		
floating	up	floating		
floats	away	drifts		
floats	up	floats		
flooded	out	flooded		
flooding	out	flooding		
flown	away	flown		
flown	off	flown		
flung	off	flung		
flunk	out	fail		
flunked	out	failed		
flunking	out	failing		
flush	out	flush		
flushed	out	flushed		
flushing	out	flushing		
fly	away	fly		
fly	off	fly		
fly	out	fly		
fly	up	fly		
flying	away	flying		
flying	off	flying		
flying	out	flying		
flying	up	flying		
fog	up	fog		
fogged	up	fogged		
fold	up	fold		
folded	up	folded		
folding	up	folding		
folds	up	folds		
follow	along	follow		
follow	up	follow	check	
followed	along	followed		
followed	up	followed	checked	
following	along	following		
following	up	following	checking	
follows	along	follows		
follows	up	follows	checks	
fool	around	joke		
fooled	around	joked		
fooling	around	joking		
force	out	force		
forced	off	forced		
forced	out	forced		
forces	out	forces		
forcing	out	forcing		
form	up	form		
formed	up	formed		
forming	up	forming		
fought	out	fought		
foul	up	mistake		
fouled	out	fouled		
fouled	up	mistook		
found	out	discovered		
freak	out	freak		
freaked	out	freaked		
freaking	out	freaking		
freaks	out	freaks		
free	up	allocate		
freed	up	allocated		
freeing	up	allocating		
frees	up	allocates		
freeze	out	freeze		
freeze	up	freeze		
freezes	up	freeze		
freezing	out	freeze		
freezing	up	became dormant		
fresh	out	recently emerged		
freshen	up	clean		
freshened	up	cleaned		
freshening	up	cleaning		
frightened	off	scared		
froze	up	became dormant		
frozen	up	became dormant		
fry	up	cook		
fuck	around	dilly-dallying		
fuck	up	botch		
fucked	up	botch		
fucking	around	had sex		
fucking	up	botch		
fuel	up	increased fuel		
fumbled	around	fumbled		
fumbling	around	fumbling		
gang	up	amassed		
ganged	up	amassed		
ganging	up	amassing		
gas	up	increased fuel		
gasped	out	gasped		
gassed	up	increased fuel		
gassing	up	increased fuel		
gather	up	gather		
gathered	up	gathered		
gathering	up	gathering		
gathers	up	gathers		
gave	off	emit		
gave	out	dispense		
gave	up	quit		
gaze	off	gaze		
gaze	out	gaze		
gaze	up	gaze		
gazed	off	gaze		
gazed	out	gazed		
gazed	up	gazed		
gazes	out	gazes		
gazes	up	gazes		
gazing	off	gazing		
gazing	out	gazing		
gazing	up	gazing		
gear	up	get ready		
geared	up	got ready		
gearing	up	getting ready		
gears	up	gets ready		
get	* across	cross		
get	* off	remove		
get	* on	put		
get	* up	stand		
get	across	communicate		
get	after	persue		
get	ahead	pass		
get	ahead of	pass		
get	along	compromise		
get	along with	compromise		
get	around	circumvent		
get	around to	do eventually		
get	away	leave	escape	
get	away with	elude	succeed	
get	back	return		
get	back at	retaliate		
get	back into	reinterest		
get	by	get by		
get	by on	get by		
get	by with	get by		
get	down to	business		
get	in	enter		
get	into	enter		
get	off	exit		
get	on	hop on		
get	on with	proceed		
get	out	exit		
get	out of	escape		
get	over	overcome		
get	over with	finish		
get	rid of	rid		
get	through	proceed		
get	through to	speak		
get	through with	finish		
get	up	stand		
gets	back	returns		
gets	into	enters		
gets	off	enjoys		
gets	on	continues		
gets	out	exits		
getting	back	returning		
getting	into	enters		
getting	off	departing		
getting	on	entering		
getting	out	leaving		
give	* away	donate		
give	* back	return		
give	* out	fail		
give	* up	give		
give	in	succumb		
give	off	radiate		
give	out	give		
give	up	give	quit	
given	off	radiate		
given	out	given		
given	up	stopped trying		
gives	off	radiate		
gives	out	radiate		
gives	up	stopped trying		
giving	off	emitting		
giving	out	handing		
giving	up	stop trying		
glance	out	look		
glance	up	look		
glanced	off	glanced		
glanced	out	looked		
glanced	up	looked		
glances	off	glances		
glances	out	looks		
glances	up	looks		
glancing	off	glancing		
glancing	out	looking		
glancing	up	looking		
glared	out	became apparent		
glared	up	became apparent		
glided	up	glided		
go	after	follow		
go	against	oppose		
go	ahead	proceed		
go	along with	accompany		
go	away	leave		
go	back	retreat		
go	back on	go back		
go	by	pass		
go	down	submerge		
go	for	want	go	
go	in for	substitute		
go	into	go		
go	off	explode		
go	on	proceed		
go	on with	proceed		
go	out	leave		
go	over	go over		
go	through	go		
go	through with	do		
go	up	ascend		
go	with	accompany		
go	without	forgo		
gobble	up	eat		
gobbled	up	ate		
gobbles	up	eats		
gobbling	up	eating		
goes	against	combats		
goes	off	goes		
goes	on	takes		
goes	out	emerges		
goes	up	rises		
going	off	going		
going	out	emerging		
going	up	rising		
gone	against	combatted		
gone	off	gone		
gone	on	taken		
gone	up	traveled	ascended	
goof	off	diddle		
goofing	off	diddling		
got	in	returned	entered	
got	off	left		
got	out	exited		
got	up	rose		
gotten	off	exited		
gotten	out	exited		
gotten	up	risen	awoke	
gouged	out	gouged		
gouging	out	goughing		
grew	apart	separated gradually		
grew	out	grew		
grind	out	grind		
grind	up	grind		
grinding	out	grinding		
grinding	up	grinding		
grossed	out	disgusted		
ground	out	ground		
ground	up	pulverized		
grounded	out	GROUNDED OUT		
group	up	gather		
grow	apart	diverge		
grow	into	grow		
grow	out	grow		
grow	out of	outgrow		
grow	under	grow		
grow	up	mature		
growing	apart	diverging		
growing	out	growing		
growing	up	maturing		
grown	apart	distanced		
grown	out	separated		
grown	up	matured		
grows	out	grows		
grows	up	matures		
gum	up	clog		
gummed	up	clogged		
gumming	up	clogging		
gushed	out	flowed		
gushing	out	flowing		
hack	off	cut		
hacked	off	cut		
hammer	out	hammer		
hammered	out	hammered		
hammering	out	hammering		
hand	* back	give		
hand	* down	hand		
hand	* in	give		
hand	* out	give		
hand	* over	overturn		
hand	down	deliver		
hand	off	passed		
handing	down	delivering		
handing	off	passing		
handing	out	distributing		
hands	down	delivers		
hands	off	pass		
hands	out	distributes		
hang	* up	hang		
hang	around	linger		
hang	back	linger		
hang	in	endure		
hang	on	wait		
hang	out	hang		
hanging	around	lingering		
hanging	back	lingering		
hanging	on	wait		
hanging	out	hanging		
hangs	around	lingers		
hangs	back	lingers		
hangs	on	waits		
hangs	out	hangs		
harp	on	harp		
harped	on	harped		
harping	on	harping		
hash	out	discuss		
hashed	out	discussed		
hashing	out	discussing		
haul	off	haul		
haul	out	remove		
hauled	off	hauled		
hauled	out	removed		
hauling	off	hauling		
hauling	out	moving		
have	* on	have		
have	* over	invite		
have	at	do		
head	back	return		
head	off	start		
head	on	directly		
head	out	start		
head	up	head		
headed	back	returned		
headed	off	started		
headed	out	started		
headed	up	headed		
heading	back	returning		
heading	off	starting		
heading	on	heading		
heading	out	starting		
heading	up	heading		
heads	back	returns		
heads	out	starts		
hear	about	learn		
hear	from	hear		
hear	of	know about		
hear	out	listen		
heard	out	listened		
hearing	out	listening		
heat	up	heat		
heated	up	heated		
heating	up	heating		
heats	up	heats		
held	against	detained		
held	out	extended		
held	up	held		
help	out	help		
helped	off	departed		
helped	out	helped		
helping	out	helping		
helps	out	helps		
hid	out	hid		
hide	out	hide		
hiding	out	hiding		
hike	out	hike		
hike	up	hike		
hiked	out	hiked		
hiked	up	hiked		
hikes	up	hikes		
hiking	up	hiking		
hire	out	hire		
hired	out	hired		
hit	on	flirt		
hold	* back	hold		
hold	* off	hold		
hold	* up	hold	rob	
hold	against	detained		
hold	back	restrain		
hold	off on	restrain		
hold	on	hold		
hold	on to	hold		
hold	out	withstand		
hold	out against	withstand		
holding	off	waiting		
holding	out	waiting		
holds	off	waits		
holds	out	waits		
holed	up	burrowed		
hollow	out	hollow		
hollowed	out	hollowed		
hollowing	out	hollowing		
hook	* up	install	fornicate	
hook	up	connected		
hooked	up	installed	fornicated	
hooking	up	installing		
hooks	up	installs		
hop	up	climb		
hopped	out	exited		
hopped	up	climbed		
hopping	out	exiting		
hopping	up	climbing		
hops	out	exits		
hops	up	climbs		
hose	down	hose		
hosed	down	hosed		
hosing	down	hosing		
huddled	around	huddled		
huddled	up	huddled		
hunched	up	hunched		
hung	back	trail		
hung	in	persevered		
hung	out	hung		
hung	up	disconnected		
hunker	down	retreat		
hunkered	down	retreated		
hunkering	down	retreating		
hunkers	down	retreats		
hurled	out	hurled		
hurried	away	departed		
hurried	off	departed		
hurried	out	moved		
hurried	up	moved quickly		
hurries	away	moves		
hurries	off	moves		
hurries	out	moves		
hurries	up	moves quickly		
hurry	away	move		
hurry	off	move		
hurry	out	move		
hurry	up	hasten		
hurrying	up	moving		
hush	up	hush		
hushed	up	hushed		
hustled	off	hustled		
hustled	out	hustled		
hyped	up	hyped		
inches	off	scoots		
invite	* out	invite		
invite	* over	invite		
invited	back	reinvited		
iron	* out	flatten	smoothen	
jack	up	excite		
jack	up	botch		
jacked	up	excited		
jacking	off	masterbate		
jacking	up	exciting		
jacks	up	excites		
jam	up	jams		
jammed	up	jammed		
jazz	up	embelish		
jazzed	up	embelished		
jazzing	up	embelishing		
jerk	off	masterbate		
jerked	off	masterbated		
jerking	off	masterbated		
jetting	off	flying		
jogged	up	jogged		
join	up	meet		
joined	up	meet		
joining	up	meeting		
joke	around	joke		
joked	around	joked		
joking	around	joking		
juice	up	use steroids		
juiced	up	using steroids		
jumbled	up	jumbled		
jump	in	jump	start	
jump	off	jump		
jump	out	exit		
jump	to	jump		
jump	up	jump		
jumped	off	jumped		
jumped	out	exited		
jumped	up	jumped		
jumping	off	jumping		
jumping	out	exiting		
jumping	up	jumping		
jumps	off	jumps		
jumps	out	exits		
jumps	up	jump		
jut	out	bulge		
juts	out	bulges		
jutted	out	bulged		
jutting	out	bulging		
keep	* around	keep		
keep	* away	keep		
keep	* back	keep		
keep	* down	keep		
keep	* in	keep		
keep	* off	keep		
keep	* out	forbid		
keep	* over	keep		
keep	* up	keep up		
keep	at	persist		
keep	on	persist		
keep	out	exclude		
keep	to	stay		
keep	up	sustain		
keep	up with	keep up	maintain	
keeping	out	excluding		
keeping	up	maintaining		
keeps	out	excludes		
keeps	up	maintains		
kept	out	excluded		
kept	up	maintained		
keyed	up	excited		
kick	back	relax		
kick	in	kick		
kick	off	initiation		
kick	out	kick		
kick	up	kick		
kicked	around	considered		
kicked	off	initiatied		
kicked	out	kicked		
kicked	up	kicked		
kicking	around	considering		
kicking	off	initiating		
kicking	out	kicking		
kicking	up	kicking		
kicks	off	initiates		
kicks	out	kicks		
kicks	up	kicks		
kid	around	joke		
kidding	around	joke		
kill	off	terminate		
killed	off	destroyed		
killed	out	destroyed		
killing	off	destroying		
kills	off	destroys		
kiss	off	leave		
kiss	up	kowtower	doter	
kissing	up	kowtowing	doting	
knock	off	kill		
knock	out	flatten		
knocked	about	knocked		
knocked	off	killed		
knocked	out	flattened		
knocked	up	impregnated		
knocking	off	killing		
knocking	out	flattening		
knocks	off	kills		
knocks	out	flattens		
knotted	up	knotted		
lace	up	tie		
laced	up	tied		
lacing	up	tying		
ladder	up	climb		
laid	off	terminated		
laid	out	incapacitated		
laid	up	incapacitated		
lap	up	drink		
lapped	up	drank		
lapping	up	drinking		
lash	out	yelled		
lashed	out	yelling		
lashes	out	yells		
lashing	out	yelling		
laugh	along	laugh		
laugh	off	ignore		
laugh	out	laugh		
laughed	along	laughed		
laughed	off	ignored		
laughed	out	laughed		
laughing	along	laughing		
laughs	off	ignores		
lay	* off	fire	stop	
lay	* out	lay	hit	
lay	away	hoard		
lay	down	lay		
lay	in on	lay		
lay	into	berate		
laying	off	firing		
laying	out	presenting		
lays	off	desist		
lays	out	desists		
lead	off	start		
lead	out	lead		
lead	up	preceeded		
leading	off	starting		
leading	out	leading		
leading	up	preceeding		
leads	off	starts		
leads	out	leads		
leads	up	preceeds		
leak	out	leak		
leaked	out	leaked		
leaking	out	leaking		
leaks	out	leaks		
lean	out	lean		
leaned	out	leaned		
leaning	out	leaning		
leans	out	leans		
leap	off	jumped		
leap	out	jump		
leap	up	jump		
leaped	off	jump		
leaped	out	jumped		
leaped	up	jumped		
leaping	off	jumping		
leaping	out	jumping		
leaping	up	jumping		
leaps	off	jumps		
leaps	out	exits		
leaps	up	jumps		
leapt	off	exited		
leapt	out	exited		
leapt	up	jumped		
leased	out	leased		
leave	* out	except		
leave	off	withhold		
leaves	off	withholds		
leaves	out	withhold		
leaving	out	withholding		
led	off	start		
led	out	exited		
left	off	forgot		
left	off	forgotten	progress	
let	* down	dissapoint		
let	* out	free		
let	in	allow entry		
let	out	release		
let	up	ease		
letting	off	releasing		
letting	out	releasing		
letting	up	easing		
level	off	leveling		
level	up	increasing		
leveled	off	leveled		
leveling	off	leveling		
levels	up	increases		
licked	up	licked		
lie	down	lie		
lie	down on	lie		
lie	with	lie		
lift	off	departed		
lift	out	lift		
lift	up	lift		
lifted	off	lifted		
lifted	out	lifted		
lifted	up	lifted		
lifting	off	lifting		
lifting	out	lifting		
lifting	up	lifting		
lifts	out	lifts		
lifts	up	lifts		
light	* up	light		
light	up	illuminate		
lighten	up	lighten		
lightened	up	lightened		
limp	along	suffice		
limped	along	sufficed		
limped	off	wobbled		
limping	along	limping		
lining	up	queued		
link	up	connected		
linked	up	connected		
linking	up	connecting		
links	up	connects		
listen	up	listen		
lit	up	enrage	enflame	
live	* down	get over		
live	on	live		
live	up to	meet expectation		
liven	up	excite		
lives	up	meet		
living	up	meeting		
load	up	load		
loaded	up	loaded		
loading	up	loading		
loads	up	loads		
loan	out	loan		
loaned	out	loaned		
lock	out	prevent		
lock	up	detain		
locked	out	prevented		
locked	up	detained		
locking	out	preventing		
locking	up	detaining		
locks	up	detains		
log	in	enter		
log	off	exit		
log	on	enter		
log	out	exit		
logged	off	exited		
logged	on	entered		
logging	on	entering		
look	* over	check		
look	* up	search		
look	about	survey		
look	after	watch		
look	at	look		
look	back on	reflect		
look	down	condescend		
look	down on	patronize		
look	for	search		
look	forward to	want		
look	into	look		
look	on	look		
look	out	look		
look	up	research		
look	up to	idolize		
looked	about	surveyed		
looked	down	condescended		
looked	out	viewed		
looked	up	reviewed		
looking	out	viewing		
looking	up	reviewing		
looks	out	views		
looks	up	reviews		
lose	out	lose		
loses	out	loses		
losing	out	losing		
lost	out	lost		
lounge	around	loiter		
lounging	around	loitering		
luck	out	win		
lucked	out	won		
made	off	escaped		
made	out	identified	kissed	
made	up	reconciled		
mailed	out	mailed		
mailing	out	mailing		
make	* out	discern		
make	* over	make		
make	* up	make		
make	off	escape 		
make	out	identify	kiss	
make	out with	get away with	kiss	
make	up	reconcile 	pretend	
make	up for	remedy		
makes	out	discerns	kisses	
makes	up	reconciles	pretends	
making	off	escaping		
making	out	discerning	kissing	
making	up	reconciling		
map	out	route		
mapped	out	routed		
mapping	out	routing		
maps	out	routs		
march	off	leave		
march	out	leave		
marched	off	left		
marched	out	left		
marches	out	leaves		
marching	off	leaving		
marching	out	leaving		
mark	off	delete		
mark	out	delete		
mark	up	edit		
marked	off	deleted		
marked	out	deleted		
marked	up	edited		
marking	off	deleting		
marks	off	deletes		
married	off	married		
marry	off	marry		
match	up	match		
matched	up	matched		
matches	up	matches		
matching	up	matching		
measure	out	measure		
measure	up	meet		
measured	out	measured		
measured	up	met		
measures	out	measures		
measures	up	meet		
measuring	out	measuring		
measuring	up	meeting		
meet	up	meet		
meeting	up	meeting		
meets	up	meets		
melt	off	fall		
melted	off	fell		
mess	up	ruin		
message	out	send		
messages	out	sends		
messed	up	ruined		
messes	up	ruins		
messing	up	ruining		
met	up	met		
mix	* up	confuse		
mixed	up	confused		
mixes	up	confuses		
mixing	up	confusing		
monkey	around with	play	roughhouse	
mop	up	mop		
mopped	up	mopped		
mopping	up	mopping		
move	on	continue		
move	out	evacuate		
move	up	climb		
moved	on	continued		
moved	out	evacuated		
moved	up	climbed		
moves	up	climbs		
moving	about	moving		
moving	up	climbing		
muster	up	gather		
mustered	up	gathered		
nailed	up	nailed		
name	* after	name		
nestle	in	snuggle		
nestled	in	snuggled		
nestles	in	snuggles		
nestling	in	snuggling		
nod	off	sleep		
nod	off	sleep		
nodded	off	slept		
nodding	off	sleeping		
nods	off	sleeps		
nose	around	investigate		
occur	to	occurs		
offer	up	offer		
offered	up	offered		
offering	up	offering		
offers	up	offers		
ooze	out	seep		
oozed	out	seeped		
oozes	out	seeps		
oozing	out	seeping		
open	up	open		
opened	up	opened		
opening	up	opening		
opens	up	opens		
opt	out	withdraw		
opted	out	withdrew		
opting	out	withdrawing		
options	out	withdraws		
opts	out	withdraws		
orbit	about	orbit		
order	out	order		
order	up	order		
ordered	out	ordered		
ordered	up	ordered		
ordering	up	ordering		
out	to	out		
own	up	admit		
owned	up	admitted		
owning	up	admitting		
owns	up	admits		
pack	up	pack		
packed	up	packed		
packing	up	packing		
packs	up	packs		
padded	out	tiptoed		
paddle	out	paddle		
paddled	out	paddled		
paid	off	paid		
paid	out	paid		
paid	up	paid		
pair	off	section		
pair	up	pair		
paired	off	sectioned		
paired	up	paired		
pairing	up	pairing		
pan	out	work		
panned	out	worked		
panning	out	working		
parcel	out	mail		
parceled	out	mailed		
parceling	out	mailing		
partitioned	off	sectioned		
pass	* off	fraud		
pass	* on	die		
pass	* out	faint		
pass	* up	dont take		
pass	away	die		
pass	down	give		
pass	off	deceive		
pass	on	die		
pass	out	give		
pass	up	overtake	bypass	
passed	away	died		
passed	down	gave		
passed	off	deceived		
passed	up	overtook	bypassed	
passes	away	dies		
passes	up	overtakes	bypasses	
passing	down	giving		
passing	up	ovetaking	bypassing	
pat	down	touch		
patch	up	repair		
patched	up	repaired		
patching	up	repairing		
patted	down	touched		
patting	down	touching		
pay	* back	pay		
pay	* off	pay		
pay	down	reduce		
pay	off	eliminate		
pay	out	give		
pay	up	contribute		
paying	down	reducing		
paying	off	eliminating		
paying	out	giving		
paying	up	contributing		
pays	off	eliminates		
pays	out	gives		
pays	up	contributes		
peek	out	look		
peeked	out	looked		
peeking	out	looking		
peeks	out	looks		
peel	off	peel		
peel	out	leave hastily		
peeled	off	peeled		
peeled	out	left hastily		
peeling	off	peeling		
peels	off	peels		
peels	out	leaves hastily		
peep	out	emerge		
peeped	out	emerged		
peeping	out	emerging		
peer	out	look		
peered	out	looked		
peered	up	looked		
peering	out	looking		
peering	up	looking		
peers	up	looks		
penned	up	wrote		
perched	up	perched		
perk	up	invigorate		
perked	up	invigorated		
perking	up	invigorating		
perks	up	invigorates		
petered	out	quit		
petering	out	quiting		
peters	out	quits		
phase	out	eliminate		
phased	out	eliminated		
phases	out	elimates		
phasing	out	elimating		
pick	* out	pick		
pick	* up	pick		
pick	off	pick		
pick	on	bully		
pick	out	pick		
pick	up	pick		
picked	off	picked		
picked	out	picked		
picked	up	picked		
picking	off	picking		
picking	out	picking		
picking	up	picking		
picks	off	picks		
picks	out	picks		
picks	up	picks		
pile	out	exit		
pile up	up	stack	accident	
piled	out	exited		
piled	up	stacked		
piles	up	stacks		
piling	up	stacking		
pin	down	subdue		
pin	up	attach		
pinch	off	pick		
pinched	off	picked		
pinned	down	subdued		
pinned	up	attached		
pinning	down	subduing		
pipe	down	quiet		
pipe	up	speak		
piped	up	spoke		
pipes	up	speaks		
piss	off	irritate		
pissed	off	irritated		
pissing	off	irritating		
plan	for	estimate		
planned	out	estimated		
planning	out	estimating		
plans	out	estimates		
play	* down	understate		
play	* up	exaggerate		
play	out	play		
play	up to	play		
played	out	played		
plot	out	devise		
plotted	out	devised		
pluck	out	pluck		
plucked	out	plucked		
plucking	out	plucking		
plucks	out	plucks		
plug	up	plug		
plugged	up	plugged		
point	* out	show		
point	out	show		
point	to	identify		
pointed	out	identified		
pointing	out	identifying		
points	out	identifes		
poke	out	push		
poked	out	pushed		
pokes	out	pushes		
poking	out	pushing		
polish	off	finish		
polish	up	buff		
polished	off	finished		
polished	up	buffed		
polishing	off	finishing		
ponied	up	sat		
pony	up	sit		
ponying	up	sitting		
pop	up	jump		
popped	out	jumped		
popped	up	jumped		
popping	out	jumping		
popping	up	jumping		
pops	out	jumps		
pops	up	jumps		
pound	away	hit		
pound	out	tenderize		
pounded	away	hit		
pounded	out	tenderized		
pounding	out	tenderizing		
pounds	out	tenderizes		
pour	out	pour		
poured	out	poured		
pouring	out	pouring		
pours	out	pours		
power	out	stop		
power	up	start		
powered	up	started		
priced	out	priced		
pried	out	pried		
prop	up	prop		
propped	up	propped		
propping	up	propping		
props	up	props		
pry	out	pry		
puff	out	inflate		
puff	up	inflate	smoke	
puffed	out	inflated		
puffed	up	inflated	smoked	
puffing	out	inflating		
puffing	up	inflating	smoking	
puffs	out	inflates		
puffs	up	inflates	smokes	
pull	away	withdraw		
pull	back	withdraw		
pull	down	pull		
pull	in	pull		
pull	out	withdraw		
pull	through	persevere		
pull	up	raise		
pulled	away	withdrew		
pulled	back	withdrew		
pulled	out	withdrew		
pulled	up	raised		
pulling	back	withdrawing		
pulling	out	withdrawing		
pulling	up	raising		
pulls	away	withdraws		
pulls	back	withdraws		
pulls	out	withdraws		
pulls	up	raises		
pump	out	siphon		
pump	up	inflate		
pumped	out	siphoned		
pumped	up	inflated		
pumping	out	siphoning		
pumping	up	inflating		
pumps	out	siphons		
pumps	up	inflates		
punch	out	punch		
punch	up	punch		
punched	out	punched		
punched	up	punched		
punches	out	punches		
punches	up	punches		
push	away	push		
push	back	push		
push	out	push		
pushed	away	pushed		
pushed	back	pushed		
pushed	out	pushed		
pushes	away	pushes		
pushes	back	pushes		
pushes	out	pushes		
pushing	back	pushing		
pushing	out	pushing		
put	* across	put		
put	* away	store		
put	* down	kill		
put	* off	disgust		
put	* on	wear		
put	* out	give		
put	* up	put		
put	away	store		
put	back	return		
put	in	put		
put	off	defer		
put	out	extinguish		
put	to	put		
put	up	display	tolerate	
put	up with	tolerate		
puts	away	cleans		
puts	off	procrastinate		
puts	out	displays		
puts	up	displays	tolerates	
putting	away	cleaning		
putting	back	returning		
putting	off	procrastinating		
putting	out	displaying		
putting	up	displaying	tolerating	
quiet	* down	quiet		
race	about	run		
race	along	move		
race	around	run		
race	off	depart		
raced	along	moved		
raced	around	ran		
raced	off	departed		
races	along	moves		
races	around	runs		
races	off	departs		
racing	along	moving		
racing	around	running		
racing	off	departing		
radio	out	radio		
raise	up	raise		
raised	up	raised		
raises	up	raises		
raising	up	raising		
rake	up	rake		
raking	up	raking		
ramp	up	energize		
ramped	up	energized		
ramping	up	energizing		
ramps	up	energizes		
ran	up	ran		
rang	up	phoned		
rat	out	reveal		
rattle	off	recite		
rattled	off	recited		
rattles	off	recites		
rattling	off	reciting		
reach	out	contact		
reach	up	reach		
reached	out	contacted		
reached	up	reached		
reaches	out	contacts		
reaches	up	reaches		
reaching	out	reaching		
reaching	up	reaching		
read	off	listed		
read	out	read		
read	up	refreshed		
read	up on	study		
reading	off	listing		
reading	up	refreshing		
reel	off	list		
reeled	off	listed		
reeling	off	listing		
reels	off	lists		
rent	out	lease		
rented	out	leased		
renting	out	leasing		
rents	out	leases		
report	back	communicate		
reported	back	communicated		
reporting	back	communicating		
reports	back	communicates		
rest	up	sleep		
resting	up	sleeping		
retreat	back	retreat		
retreated	back	reatreated		
retreating	back	retreating		
return	back	return		
returned	back	returned		
rev	up	stimulate		
revert	back	revert		
reverted	back	reverted		
reverts	back	reverts		
revs	up	stimulates		
revved	up	stimulated		
revving	up	stimulating		
ridden	up	ridden		
ride	off	leave		
ride	up	ride		
rides	off	leaves		
rides	up	rides		
riding	off	leaving		
riding	up	riding		
rifle	up	ransack		
rig	up	equip		
rigged	up	equipped		
riled	up	excited		
ring	* up	purchase		
ring	out	chime		
ring	up	phone		
ringing	out	chiming		
ringing	up	phoning		
rings	out	chimes		
rings	up	phones		
rinse	off	clean		
rinse	out	clean		
rinsed	off	cleaned		
rinsed	out	cleaned		
rip	off	tear	steal	
rip	out	remove		
rip	up	tear		
ripped	off	tore	stole	
ripped	out	removed		
ripped	up	tore		
ripping	off	tearing	stealing	
ripping	out	removing		
ripping	up	tearing		
rips	off	tears		
rips	out	removes		
rips	up	tears		
rise	up	rise		
risen	up	risen		
rises	up	rises		
rising	up	rising		
roam	about	wander		
roar	up	growl		
roared	out	growled		
roared	up	growled		
roaring	out	growling		
roaring	up	growling		
roars	out	growls		
roars	up	growls		
rock	out	convulse		
rocking	out	convulsing		
rocks	out	convulses		
rode	off	departed		
rode	out	rode		
rode	up	rode		
roll	back	expose	decrease	
roll	off	exit		
roll	out	introduce		
roll	up	roll		
rolled	back	exposed	decreased	
rolled	off	exited		
rolled	out	introduced		
rolled	up	rolled		
rolling	off	exiting		
rolling	out	introducing		
rolling	up	rolling		
rolls	off	exits		
rolls	out	introduces		
rolls	up	rolls		
root	around	scavenge		
root	out	dig		
rooted	around	scavenged		
rooted	out	dug		
rooting	around	scavenging		
rooting	out	digging		
rope	out	confine		
rotated	out	revolved		
round	off	estimate		
round	out	smooth		
rounded	off	estimated		
rounded	out	smoothed		
rounding	out	smoothing		
rounds	out	smooths		
rub	off	clean		
rub	out	clean	kill	
rub	up	rub		
rubbed	off	cleaned		
rubbed	out	cleaned	killed	
rubbed	up	rubbed		
rubbing	off	cleaning		
rubbing	up	rubbing		
rubs	off	cleans		
rule	* out	dismiss		
rule	out	eliminate		
ruled	out	eliminated		
rules	out	eliminates		
ruling	out	eliminating		
rumbled	up	rumbled		
run	* down	worn		
run	* off	leave		
run	about	run		
run	across	find		
run	against	oppose		
run	around	encircle		
run	away	flee		
run	away from	flee		
run	down	chase		
run	for	run		
run	into	encounter		
run	off	leave		
run	out	run		
run	out of	exhaust		
run	over	trample		
run	up	charge		
rung	up	phoned		
running	about	running		
running	around	encircling		
