Word 1	Word 2+	Def 1	Def 2	
running	out	running		
runs	about	runs		
runs	around	encircles		
runs	out	runs		
runs	up	charges		
rush	around	hurry		
rush	off	depart		
rush	out	leave		
rush	up	rush		
rushed	around	hurried		
rushed	off	departed		
rushed	out	left		
rushed	up	rushed		
rushes	off	departs		
rushes	out	leaves		
rushes	up	rushes		
rushing	about	hurrying		
rushing	around	hurrying		
rushing	off	departing		
rushing	out	leaving		
rushing	up	rushing		
rustle	up	gather		
rustled	up	gathered		
saddle	up	sit		
saddled	up	sat		
sail	off	sail		
sail	up	sail		
sailed	off	sailed		
sailed	up	sailed		
sailing	off	sailing		
sailing	up	sailing		
sand	off	sand		
sang	out	sang		
sat	around	linger		
sat	up	rose		
save	* up	save		
saved	up	saved		
saving	up	saving		
sawed	off	sawed		
scale	up	produce		
scaled	up	produced		
scaling	up	producing		
scampered	away	ran		
scampered	off	ran		
scare	away	scare		
scare	off	scare		
scare	up	invent		
scared	away	scared		
scared	off	scared		
scared	up	invented		
scaring	away	scaring		
scattered	about	strewn		
scoop	out	scoop		
scoop	up	scoop		
scooped	out	scooped		
scooped	up	scooped		
scooping	out	scooping		
scooping	up	scooping		
scoops	out	scoops		
scoops	up	scoops		
scooted	out	left		
scope	out	investigate		
scoped	out	investigated		
scoping	out	investigating		
scout	out	investigate		
scouted	out	investigated		
scouting	out	investigating		
scramble	up	scurry		
scrambled	around	scurried		
scrambled	away	left		
scrambled	up	scurried		
scrambles	up	scurries		
scrambling	around	scurring		
scrambling	up	scurring		
scrape	away	remove		
scrape	out	remove		
scrape	up	find		
scraped	away	removed		
scraped	out	removed		
scraped	up	found		
scraping	away	removing		
scraping	out	removing		
scraping	up	finding		
scratch	out	rub		
scratched	out	rubbed		
scratched	up	scraped		
scratching	out	scraping		
scream	out	scream		
screamed	out	screamed		
screaming	out	screaming		
screams	out	screams		
screen	out	filter		
screened	out	filtered		
screening	out	filtering		
screens	out	filters		
screw	around	fiddle		
screw	on	screw		
screw	up	blunder		
screwed	up	blundered		
screwing	around	fiddling		
screwing	up	blundering		
screws	up	blunders		
scribbling	away	writing		
scrounge	up	gather		
scrub	away	clean		
scrubbed	away	cleaned		
scrunch	up	scrunch		
scrunched	up	scruched		
scurried	about	scampered		
scurried	around	scampered		
scurried	away	departed		
scurried	off	left		
scurried	out	left		
scurried	up	scampered		
scurries	away	departs		
scurry	about	scamper		
scurry	around	scamper		
scurry	away	depart		
scurry	out	leave		
scurrying	about	scampering		
scurrying	around	scampering		
scurrying	away	departing		
seal	off	isolate		
seal	out	secure		
seal	up	enclose		
sealed	off	isolated		
sealed	up	enclosed		
sealing	off	isolating		
search	out	find		
searched	out	found		
searches	out	finds		
searching	out	finding		
sectioned	off	divided		
see	* off	goodbye		
see	* through	ensure success		
see	about	inquire		
see	to	attend		
seek	out	find		
seeking	out	finding		
seeks	out	finds		
seep	out	leak		
seeped	out	leaked		
seeping	out	leaking		
seeps	out	leaks		
sell	* out	sell		
sell	off	sell		
sell	out	unload	traitor	
selling	off	selling		
selling	out	unloading		
sells	out	unloads		
send	off	distribute		
sending	off	distributing		
sent	off	distributed		
serve	out	serve		
serve	up	give		
served	out	served		
served	up	gave		
serves	up	gives		
set	* up	set		
set	off	triggered		
set	out	displayed		
set	up	plan		
sets	off	triggers		
sets	out	displays		
sets	up	plans		
setting	off	triggerring		
setting	out	displaying		
setting	up	planning		
settle	on	agree		
settle	up	settle		
sew	up	mend		
sewed	up	mended		
sewing	up	mending		
sewn	up	sewn		
shack	up	cohabitate		
shacked	up	cohabitated		
shacking	up	cohabitating		
shake	off	jiggle		
shake	out	swing		
shake	up	mix		
shaken	off	jiggled		
shaken	out	swung		
shaken	up	mixed		
shakes	off	jiggles		
shakes	out	swings		
shakes	up	mixes		
shaking	off	jiggling		
shaking	out	swinging		
shaking	up	mixing		
shape	up	improve		
shaped	up	improved		
shapes	up	improves		
shaping	up	improving		
sharpen	up	sharpen		
shave	off	shave		
shaved	off	shaved		
shaving	off	shaving		
sheared	off	sheared		
shearing	off	shearing		
shell	out	give		
shelled	out	gave		
shelling	out	giving		
shells	out	gives		
shift	out	remove		
shifted	out	removed		
ship	off	leave		
ship	out	leave		
shipped	off	left		
shipped	out	left		
shipping	out	leaving		
ships	off	leaves		
ships	out	leaves		
shook	off	jiggled		
shook	out	swung		
shoot	back	return		
shoot	off	backtalk		
shoot	out	shoot		
shoot	up	shoot		
shooting	back	returning		
shooting	off	backtalking		
shooting	out	shooting		
shooting	up	shooting		
shoots	back	returns		
shoots	off	backtalks		
shoots	out	shoots		
shoots	up	shoots		
shop	around	shop		
shopped	around	shopped		
shopping	around	shopping		
shops	around	shops		
shore	up	reinforce		
shored	up	reinforced		
shoring	up	reinforcing		
shot	back	returned		
shot	off	backtalked		
shot	out	shot		
shot	up	shot		
shout	out	shout		
shouted	out	shouted		
shouting	out	shouting		
shouts	out	shouts		
shove	off	depart		
shoved	off	departed		
shoved	out	departed		
shovel	out	shovel		
show	* off	flaunt		
show	* up	surpass		
show	around	tour		
show	off	flaunt		
show	up	arrive	overshadow	
showed	off	flaunted		
showed	up	arrive	overshadowed	
showing	off	flaunting		
showing	up	arriving	overshadowing	
shown	around	toured		
shown	off	flaunted		
shown	up	arrived	overshadowed	
shows	off	flaunts		
shows	up	arrives	overshadows	
shrank	back	shrank		
shrink	back	shrink		
shrinking	back	shrinking		
shrinks	back	shrinks		
shrivel	up	shrivel		
shriveled	up	shriveled		
shrug	off	disregard		
shrugged	off	disregarded		
shrugging	off	disregarding		
shrugs	off	disregards		
shuffle	off	depart		
shuffled	off	departed		
shut	* off	end		
shut	* up	hush		
shut	out	close		
shuts	off	conceals		
shuts	out	closes		
shutting	off	concealing		
shutting	out	closing		
sift	out	remove		
sign	in	arrive	sign	
sign	off	agree	leave	
sign	out	leave		
sign	up	volunteer		
signed	off	agreed	left	
signed	up	volunteered		
signing	off	agreeing	leaving	
signing	up	volunteering		
signs	off	agrees	leaves	
signs	out	leaves		
signs	up	volunteers		
singles	out	chooses	segregates	
singling	out	choosing	segregating	
siphon	off	siphon		
siphoned	off	siphoned		
siphoning	off	siphoning		
sit	around	loiter		
sits	around	loiters		
sits	out	refrain		
sitting	around	loitering		
sitting	out	refraining		
size	up	evaluate		
sized	up	evaluated		
sizes	up	evaluates		
sizing	up	evaluating		
sketch	out	sketch		
sketched	out	sketched		
sketching	out	sketching		
ski	up	ski		
skidded	off	veered		
skim	off	remove		
skimmed	off	removed		
skimming	off	removed		
skip	out	skip		
skipped	out	skipped		
skipping	out	skipping		
skirted	around	skirted		
skulking	around	lurking		
slack	off	decrease		
slacked	off	decreased		
slacking	off	decreasing		
sleep	off	rest		
sleeping	off	resting		
slice	off	slice		
slice	up	divide		
sliced	off	sliced		
sliced	up	divided		
slicing	off	slicing		
slicing	up	dividing		
slid	back	retreated		
slid	off	fell		
slid	up	rose		
slide	back	retreat		
slide	off	fall		
slide	up	rise		
slides	back	retreats		
slides	off	fall		
slides	up	rises		
sliding	back	retreating		
sliding	off	falling		
sliding	up	riding		
slip	away	leave		
slip	back	retreat		
slip	off	remove		
slip	out	leave		
slip	up	mistake		
slipped	away	left		
slipped	back	retreated		
slipped	off	removed		
slipped	out	left		
slipped	up	mistook		
slipping	away	leaving		
slipping	back	retreating		
slipping	off	removing		
slipping	out	leaving		
slipping	up	mistaking		
slips	away	leaves		
slips	back	retreats		
slips	off	removes		
slips	out	leaves		
slips	up	mistakes		
slither	out	crawl		
slithered	out	crawled		
slough	off	shed		
sloughed	off	shedded		
sloughing	off	shedding		
slow	* down	slow		
slow	* up	slow		
slowed	up	slowed		
smashed	up	smashed		
smoke	up	smoke		
snap	off	break		
snap	up	get		
snapped	off	broke		
snapped	up	got		
snapping	off	breaking		
snapping	up	getting		
snaps	off	breaks		
snaps	up	gets		
snatch	up	get		
snatched	off	gets		
snatched	up	got		
snatches	up	gets		
snatching	up	getting		
sneak	around	sneak		
sneak	away	leave		
sneak	off	leave		
sneak	out	leave		
sneak	up	approach		
sneaked	away	left		
sneaked	off	left		
sneaked	out	left		
sneaked	up	left		
sneaking	away	leaving		
sneaking	off	leaving		
sneaking	out	leaving		
sneaking	up	leaving		
sneaks	out	leaves		
sneaks	up	approaches		
sniff	around	sniff		
sniff	out	find		
sniffed	out	found		
sniffing	around	inspecting		
sniffing	out	finding		
snip	off	snip		
snipped	off	snipped		
snoop	around	snoop		
snooping	around	snooping		
snoring	away	snoring		
snuck	out	left		
snuck	up	approach		
snuff	out	kill		
snuffed	out	killed		
snuffing	out	killing		
snuggle	up	snuggle		
snuggled	up	snuggled		
snuggling	up	snuggling		
soak	up	absorb		
soaked	up	absorbed		
soaking	up	absorbing		
soaks	up	absorbs		
sober	up	become sober		
sobered	up	became sober		
sobering	up	becoming sober		
soften	up	soften		
softened	up	softened		
softening	up	softening		
sop	up	absorb		
sopped	up	absorbed		
sopping	up	absorbing		
sort	out	sort		
sorted	out	sorted		
sorting	out	sorting		
sorts	out	sorts		
sought	out	sought		
sound	off	comment		
sound	out	pronunciate		
sounded	out	pronunciated		
sounding	off	commenting		
sounding	out	pronunciating		
sounds	off	comments		
sounds	out	pronunciates		
speak	out	tell		
speak	up	comment		
speaking	out	commenting		
speaking	up	commenting		
speaks	out	tells		
speaks	up	comments		
sped	away	departed hastily		
sped	off	departed hastily		
sped	up	arrived hastily		
speed	away	depart hastily		
speed	off	depart hastily		
speed	up	accelerate		
speeded	up	accelerated		
speeding	away	departing hastily		
speeding	up	accelerating		
speeds	away	departs hastily		
speeds	off	departs hastily		
speeds	up	accelerates		
spell	* out	show		
spelled	out	spelled		
spelling	out	spelling		
spells	out	spells		
spew	out	spew		
spewed	out	spewed		
spewing	out	spewing		
spews	out	spews		
spice	up	enliven		
spiced	up	enliven		
spicing	up	enlivening		
spiffed	up	preened		
spill	out	spill		
spilled	out	spilled		
spilling	out	spilling		
spills	out	spills		
spin	off	separate		
spin	out	separate		
spin	up	start		
spinning	away	depart		
spinning	off	catalyzing		
spinning	out	separating		
spins	away	departs hastily		
spins	off	creates		
spit	out	separate		
spits	out	separates		
spitting	out	spitting		
splash	around	splash		
splashed	around	splashed		
splashing	around	splashing		
split	off	split		
split	up	split		
splits	off	splits		
splitting	off	splitting		
splitting	up	splitting		
spoke	out	discussed		
spoke	up	discussed		
spoken	out	discussed		
spoken	up	discussed		
spout	off	comment		
spouting	off	commenting		
sprang	up	emerged		
spread	out	dispersed		
spreading	out	dispersing		
spreads	out	disperses		
spring	up	emerge 		
springing	up	emerging		
springs	up	emerges		
sprinted	up	approached hastily		
sprout	up	grow		
sprouted	up	grew		
sprouting	up	sprouting		
spruce	up	preen		
spruced	up	preened		
sprucing	up	preening		
sprung	up	occurred		
spun	off	separated		
spun	up	initiated		
square	off	compete	reshape	
square	up	settle		
squared	away	settled		
squared	off	competed		
squared	up	settled		
squares	off	competes		
squaring	off	competing		
squeeze	off	emit		
squeeze	out	excrete		
squeezed	off	excreted		
squeezed	out	excreted		
squeezes	out	blocks		
squeezing	off	blocking		
squeezing	out	blocking		
squirrel	away	hide		
squirreled	away	hid 		
stack	up	compare 		
stacked	up	comparable		
stacking	up	comparable		
stacks	up	comparable		
stagger	out	stagger		
staggered	off	staggered		
staggered	out	staggered		
staggering	out	staggered		
staggers	out	staggers		
stall	out	stall		
stalled	out	stalled		
stammered	out	stammered		
stamp	out	remove		
stamped	out	removed		
stamping	out	removing		
stand	* up	stand		
stand	about	stand		
stand	apart	disassociate		
stand	around	stand		
stand	by	wait		
stand	for	value		
stand	out	unique		
stand	up for	protect		
stand	up to	confront		
standing	about	loitering		
standing	apart	divided		
standing	around	loitering		
standing	out	distinguished		
stands	about	loiters		
stands	apart	distinguishes		
stands	around	loiters		
stands	out	distinguishes		
stare	down	stares		
stare	off	stares		
stared	down	stares		
stared	off	stared		
stares	down	stared		
staring	down	staring		
staring	off	staring		
start	off	start		
started	off	started		
started	up	starting		
starting	off	starting		
starting	up	starting		
starts	off	starts		
starts	up	starts		
stave	off	thwart		
staved	off	thwarted		
staving	off	starving		
stay	off	avoid		
stay	out	avoid		
stay	over	stay		
stay	up	remained awake		
stayed	off	remained away		
stayed	up	remained awake		
staying	off	remained awake		
staying	up	remaining awake		
step	down	resign	descend	
step	off	descend		
step	out	exit		
step	up	ascend	increase	
stepped	down	resigned	descended	
stepped	off	exited		
stepped	out	exited		
stepped	up	ascend	increased	
stepping	down	resigning	descending	
stepping	off	exiting		
stepping	out	exiting		
stepping	up	ascending	increasing	
steps	down	resigns	descends	
steps	off	exits		
steps	out	exits		
steps	up	ascends	increases	
stick	it to	stay		
stick	out	persist		
stick	to	stick		
stick	up	raise		
stick	up for	protect		
sticking	out	distinguishing		
sticking	up	raising		
sticks	out	distinguishes		
sticks	up	protrudes		
stiffen	up	stiffens		
stink	up	stinks		
stinking	up	stinking		
stir	up	stir		
stirred	up	stirred		
stirring	up	stirring		
stirs	up	stirs	creates	
stitched	up	stiched	fixed	
stock	up	increase inventory		
stocked	up	increased inventory		
stocking	up	increasing inventory		
stocks	up	increases inventory		
stomped	off	left angrily		
stomped	out	crushed	removed	
stomps	off	left angrily		
stood	about	loiter		
stood	apart	separated		
stood	up	stood		
stop	off	stopped		
stopped	off	stopped		
stopped	up	clogged		
stopping	off	stopped		
store	up	stocked		
stored	up	stocked		
stores	up	stocks		
storm	off	left angrily		
storm	out	left angrily		
stormed	off	left angrily		
stormed	out	left angrily		
storming	out	leaving angrily		
storms	off	leaves angrily		
storms	out	leaves angrily		
stow	away	hide		
stowed	away	hid 		
straight	up	direct		
straighten	out	fix		
straighten	up	fix	clean	
straightened	out	fix		
straightened	up	cleaned		
straightening	out	fixing		
straightening	up	cleaning		
straightens	out	fixes		
straightens	up	cleans		
stream	out	stream		
streamed	out	streamed		
streaming	out	streaming		
stress	out	stresses		
stressed	out	stressed		
stressing	out	stressing		
stretch	out	stretch		
stretched	out	streched		
stretches	out	stretches		
stretching	out	stretching		
strip	off	remove		
strip	out	remove		
stripped	down	stripped		
stripped	off	removed		
stripped	out	removed		
stripping	down	removing		
stripping	off	removing		
strips	down	strips		
strips	off	strips		
strode	off	meandered		
stroll	about	meandered		
stroll	up	approach		
strolled	up	approached		
strolling	up	approaching		
struck	off	eliminate		
struck	out	eliminate		
struck	up	initiated		
strung	out	stoned		
stub	out	outline		
stubbed	out	outlined		
stubs	out	outlines		
stuck	out	distinguished		
stumble	out	stumbles		
stumbled	off	stumbled		
stumbled	out	stumbled		
stumbles	out	stubmles		
stumbling	out	stumbling		
suck	up	inhale		
sucked	up	inhaled		
sucking	up	inhaling		
sucks	up	inhales		
sum	up	add		
summed	up	added		
summing	up	concluding		
summon	up	summon		
summoned	up	summoned		
summoning	up	summoning		
summons	up	summons		
swallow	up	swallows		
swallowed	up	swallowed		
swallowing	up	swallowing		
swallows	up	swallows		
swap	out	swap		
swapped	out	swapped		
swapping	out	swapping		
sweat	off	shed		
sweat	out	perspire		
sweating	out	perspiring		
sweep	out	sweep		
sweep	up	sweep		
sweeping	out	sweeping		
sweeping	up	sweeping		
sweeps	out	sweeps		
sweeps	up	sweeps		
swell	up	swell		
swelled	up	swelled		
swelling	up	swelling		
swells	up	swells		
swept	off	swept		
swept	out	swept		
swept	up	swept		
swim	out	swim		
swim	up	swim		
swimming	out	swimming		
swimming	up	swimming		
swing	out	swing		
swing	up	swing		
swinging	out	swinging		
swinging	up	swinging		
swings	out	swings		
swings	up	swings		
swirled	about	swirled		
swirled	up	swirled		
swirling	about	swirling		
switch	off	terminate		
switch	up	change		
switched	off	terminated		
switches	off	terminates		
switching	off	terminating		
swollen	up	swells		
swooped	up	got		
swore	off	abandoned		
sworn	off	abandoned		
swung	about	swung		
tail	off	taper		
tailed	off	tapered		
tails	off	tapers		
take	* away	take		
take	* back	reclaim		
take	* down	annihilate		
take	* for	take		
take	* in	shelter		
take	* off	undress		
take	* out	take	date	
take	* over	annex		
take	* up	start		
take	after	emulate		
take	apart	dismantle		
take	in	accomodate		
take	off	leave		
take	on	accept		
take	over	annex		
take	up	try		
taken	apart	disassembled		
taken	away	removed		
taken	off	removed		
taken	out	removed		
taken	up	initiated		
takes	off	departs	grows	
takes	out	removes		
takes	up	adopts		
taking	apart	disassembles		
taking	off	departing	growing	
taking	out	removing		
taking	up	adopting		
talk	* over	discuss		
talk	back	respond		
talk	back to	respond		
talk	down	patronize		
talk	out	discuss		
talk	up	compliment 	talk	
talked	out	dissuaded		
talked	up	complimented	talked	
talking	out	discussing		
talking	up	complimenting	talking	
tallied	up	tallied		
tally	up	tally		
tallying	up	tallying		
tangled	up	tanlged		
tap	out	tire	tap	
tape	off	separate		
tape	up	tape		
taped	off	separated		
taped	up	taped		
taper	off	diminish		
tapered	off	diminished		
tapering	off	diminishing		
tapers	off	diminishes		
tapped	out	exhausted		
tapping	out	tiring		
taps	out	tires		
team	up	ally		
teamed	up	allied		
teaming	up	allying		
teams	up	allies		
tear	* down	destroy		
tear	* up	shred		
tear	off	remove		
tear	out	remove		
teared	up	shreded		
tearing	off	removing		
tearing	out	removing		
tearing	up	shreding		
tears	off	removes		
tears	out	removes		
tears	up	shreds		
tease	out	discover		
teased	out	discovered		
teasing	out	discovering		
tee	off	initiate 		
tee	up	initiate		
teed	off	initiated		
teed	up	initiated		
teeing	off	initiating		
teeing	up	initiating		
tell	* off	reprimand		
tell	on	tattle		
tense	up	frense		
tensed	up	frensed		
tenses	up	frenses		
think	* over	contemplate		
think	* through	contemplate		
think	* up	plan		
thinking	up	imagining		
thrashed	about	thrashed		
thrashing	about	thrashing		
threw	away	discarded		
threw	off	dispel		
threw	out	discarded		
throw	* away	discard		
throw	* out	discard		
throw	around	throw		
throw	back	throw		
throw	off	dispense		
throw	up	vomit		
throwing	around	considering	throwing	
throwing	away	discarding		
throwing	back	returning		
throwing	off	dispensing		
throwing	out	dispensing		
throwing	up	vomitting		
thrown	around	considered	thrown	
thrown	away	discarded		
thrown	back	return		
thrown	off	ejected		
thrown	out	discarded		
thrown	up	vomitted		
throws	away	discards		
throws	back	returns		
throws	off	emits		
throws	out	emits		
throws	up	vomits		
tick	away	dwindle		
tick	off	anger		
ticked	away	dwindled		
ticked	off	angered		
ticking	away	dwindling		
ticking	off	angering		
ticks	off	angers		
tidied	up	cleaned		
tidy	up	clean 		
tidying	up	cleaning		
tie	* up	tie		
tie	off	tie		
tie	up	tie		
tied	off	tied		
tied	up	tied		
ties	up	ties		
tighten	up	tighten		
tightened	up	tightened		
tightening	up	tightening		
tightens	up	tightens		
tilt	up	tilt		
tilted	up	tilted		
tilts	up	tilts		
tip	off	inform		
tip	up	tip		
tipped	off	informed		
tipped	up	tipped		
tipping	off	informing		
tips	off	informs		
tire	* out	tire		
tone	up	tone		
took	apart	disassemble		
took	out	remove		
took	up	adopt		
top	off	complete	fill	
top	out	climax		
topped	off	completed	filled	
topped	out	climaxed		
topping	off	completing	filling	
topping	out	climaxing		
tops	off	completes	fills	
tops	out	climaxes		
tore	off	remove		
tore	out	remove		
tore	up	shred		
torn	off	removed		
torn	out	removed		
torn	up	shreded		
toss	around	consider	toss	
toss	away	discard		
toss	off	toss		
toss	out	discard		
tossed	about	considered	tossed	
tossed	around	considered	tossed	
tossed	away	discarded		
tossed	off	tossed		
tossed	out	discarded		
tossed	up	tossed		
tosses	out	discards		
tossing	around	tossing		
tossing	off	tossing		
tossing	out	discarding		
tossing	up	tossing		
total	up	add		
touch	* up	restore		
touch	off	initiate		
touch	on	touch		
touch	up	restore		
touched	off	initiated		
touched	up	restored		
touching	up	restoring		
toughen	up	harden		
toughened	up	hardened		
towel	off	dry		
toweled	off	dried		
toweling	off	drying		
track	down	find		
trade	off	trade		
trade	up	improve		
traded	off	improved		
traded	up	improved		
trading	off	trading		
trading	up	improving		
trail	off	diminish		
trailed	off	diminished		
trailing	off	diminishing		
trails	off	diminishes		
transfer	out	transfer		
transferred	out	transferred		
transition	out	transition		
trek	up	travel		
trickle	out	trickle		
trickled	out	trickled		
trickling	out	trickling		
tried	out	tried		
tries	out	tries		
trim	off	trim		
trip	off	trip		
trip	up	trip		
tripped	up	tripped		
trips	up	trips		
trots	off	trots		
trotted	off	departed		
trotted	up	trotted		
truck	off	haul		
trudge	up	approach		
trudged	off	wandered		
trudged	up	approached		
trudging	up	approaching		
try	* on	wear		
try	* out	try		
tuck	away	hide		
tucked	away	hid		
tumble	off	fall		
tumbled	off	fell		
tumbles	off	falls		
tumbling	off	falling		
tune	up	optimize		
tuned	up	optimized		
tuning	up	preparing		
turn	* around	turn		
turn	* away	send off		
turn	* down	decrease		
turn	* in	give		
turn	* off	start		
turn	* on	stop		
turn	* out	show up		
turn	* over	turn		
turn	* up	find		
turn	in	hand over		
turn	into	transform		
turn	on	mutiny		
turn	out	show up		
turn	up	find		
turned	away	declined	turned	
turned	down	declined	lowered	
turned	off	stopped		
turned	out	became evident		
turned	up	increased		
turning	away	declining		
turning	down	lowering		
turning	off	stopping		
turning	out	becoming evident	creating	
turning	up	increasing		
turns	away	declines		
turns	down	lowers		
turns	off	stops		
turns	out	becomes evident		
turns	up	increases		
twisted	up	twisted		
tying	off	tying		
use	* up	utilize		
used	up	consumed		
uses	up	consumes		
usher	in	commence		
ushered	in	commenced		
ushering	in	commencing		
ushers	in	commences		
using	up	consuming		
veer	away from	stray		
veer	off	veer		
veered	off	veered		
veering	off	veering		
veers	off	veers		
vote	down	reject		
voted	down	reject		
wait	on	tend to		
wait	up	wait		
wait	up for	wait		
waited	around	waited		
waited	up	awaited		
waiting	around	waiting		
waiting	up	stayed awake		
wake	* up	start		
wake	up	awaken		
waked	up	awoke		
wakes	up	awakes		
waking	up	awoke		
walk	about	walks		
walk	around	walks		
walk	off	exit		
walk	up	approach		
walked	about	walked		
walked	around	meandered		
walked	off	exited		
walked	up	approached		
walking	about	meandering		
walking	around	walking		
walking	off	exiting		
walking	up	approaching		
walks	about	walks		
walks	around	walks		
walks	off	exits		
walks	up	approaches		
wall	off	separate		
walled	off	separated		
walled	up			
wander	about	wander		
wander	around	wander		
wander	off	wander		
wander	up	approach		
wandered	about	wander		
wandered	around	wandered		
wandered	off	wandered		
wandered	up	approached		
wandering	about	wandering		
wandering	around	wandering		
wandering	off	leaving		
wanders	around	wanders		
wanders	off	leaves		
ward	off	deter		
warded	off	detered		
warding	off	deterring		
wards	off	deters		
warm	up	prepare		
warmed	up	prepared		
warming	up	preparing		
warms	up	prepares		
warned	off	warned		
was	off	left		
wash	* up	wash		
wash	off	clean		
washed	off	cleaned		
washed	up	cleaned		
washes	off	cleans		
washes	up	cleans		
washing	off	cleaning		
washing	up	cleaning		
watch	out	look		
watch	out for	look		
water	down	weaken		
watered	down	weakened		
watering	down	weakening		
wave	off	gesture goodbye		
waved	off	gestured goodbye		
waves	off	gestures goodbye		
waving	off	gesturing goodbye		
wear	* out	tire		
wear	down	tire		
wear	off	fade		
wearing	down	tiring		
wears	down	tires		
weed	out	filter		
weeded	out	filtered		
weeding	out	filtering		
weeds	out	filters		
weighed	down	burdened		
weighing	down	burdening		
weighted	down	weighted		
whip	around	turn		
whipped	around	turned		
whipping	around	turning		
whips	around	turns		
whisk	away	remove		
whisked	away	removed		
whittle	away	reduce		
whittle	down	reduce		
whittled	away	reduced		
whittled	down	reduced		
whittling	away	reducing		
whittling	down	reducing		
wind	* up	wind		
wind	down	finish		
wind	up	wind		
winding	down	finishing		
winds	up	becomes		
wipe	* out	crash		
wipe	away	remove		
wipe	off	wipe		
wipe	out	crash		
wipe	up	wipe		
wiped	away	removed		
wiped	off	wiped		
wiped	out	crashed		
wiped	up	cleaned		
wipes	away	removes		
wipes	off	wipes		
wipes	out	crashes		
wiping	away	removing		
wiping	off	wiping		
wiping	out	crashing		
wiping	up	cleaning	winning	
wire	up	wire		
wired	up	wired		
wise	up	act smarter		
wised	up	acted smarter		
woke	up	awoke		
woken	up	awoken		
wore	off	faded		
work	* out	figure		
work	around	bypass		
work	in	work		
work	off	remove		
work	out	exercise		
work	up	create		
worked	around	bypassed		
worked	off	paid		
worked	out	solved	exercised	
worked	up	excite		
working	around	bypassing		
working	off	paying		
working	out	exercising		
works	around	bypasses		
works	off	pays		
works	out	exercises		
worn	down	tired		
worn	off	faded		
worn	out	tired		
worse	off	worse		
wrap	up	wrap	finish	
wrapped	around	wrapped		
wrapped	up	completed		
wrapping	up	completing		
wraps	up	completes		
wrinkled	up	wrinkled		
write	* down	write		
write	* out	write		
write	* up	reprimand		
write	off	disregard		
writes	down	write		
writes	out	writes		
writing	down	writing		
writing	off	disregarding		
writing	out	writing		
writing	up	writing		
written	down	written		
written	off	disregarded		
written	out	written		
written	up	written		
wrote	down	wrote		
wrote	off	disregarded		
wrote	out	wrote		
wrote	up	wrote		
yak	on	chatter		
yak	on about	chatter		
yammer	on	chatter		
yammer	on about	chatter		
yank	out	pull		
yanked	off	removed		
yanked	out	pulled		
yanked	up	yanked		
yanking	out	pulling		
yanks	out	pulls		
yell	out	yell		
yelled	out	yelled		
yelling	out	yelling		
yells	out	yells		
zero	in on	pinpoint		
zeroed	in	pinpointed		
zeroes	in	pinpoints		
zeroing	in	pinpointing		
zeros	in	pinpoints		
zip	around	hurry		
zip	up	zip		
zipped	up	zipped		
zipping	up	zipping		
zips	up	zips		
zone	in	includes		
zone	out	daydream		
zoned	out	excluded		
zones	in	includes		
zoning	in	including		
zoning	out	eliminating		
zonk	out	disorient		
zoom	in	zoom		
zoom	in on	zoom		
zoomed	in	magnified		
zooming	in	magnifying		
zooms	in	magnifies		